from,to,fromModule,toModule,FromSub-Model,ToSub-Model,Distance,Type1,Type2
gdsnormalize,RANDDEXP,Economy,Economy,Economy: Government Finance,Economy: Expenditure,0,2,1
randdexpm,RANDDEXP,Economy,Economy,Economy: Expenditure,Economy: Expenditure,22,2,1
GDPPCP,RANDDEXP,Economy,Economy,Economy: GDP,Economy: Expenditure,26,1,1
ENP,RESER,Energy,Energy,Energy: Production,Energy: Reserves,0,1,1
resorm,RESER,Energy,Energy,Energy: Reserves,Energy: Reserves,32,2,1
resor,RESER,Energy,Energy,Energy: Reserves,Energy: Reserves,32,2,1
resorunconm,RESER,Energy,Energy,Energy: Reserves,Energy: Reserves,32,2,1
resoruncon,RESER,Energy,Energy,Energy: Reserves,Energy: Reserves,32,2,1
CLD,RETRAT,Agriculture,Agriculture,Agriculture: Nutrition,Agriculture: Investment,1,1,1
LD,RETRAT,Agriculture,Agriculture,Agriculture: Resources,Agriculture: Investment,2,1,1
YL,RETRAT,Agriculture,Agriculture,Agriculture: Production,Agriculture: Investment,539,1,1
KAG,RETRAT,Agriculture,Agriculture,Agriculture: Investment,Agriculture: Investment,3,1,1
LABS,RETRAT,Economy,Agriculture,Agriculture: Labor,Agriculture: Investment,411,1,1
CDALF,RETRAT,Economy,Agriculture,Agriculture: Economic Productivity,Agriculture: Investment,326,1,1
MFPRATE,RETRAT,Economy,Agriculture,Agriculture: Productivity,Agriculture: Investment,316,1,1
TGRYL,RETRAT,Agriculture,Agriculture,Agriculture: Production,Agriculture: Investment,317,1,1
elfdpr1,RETRAT,Agriculture,Agriculture,Agriculture: Production,Agriculture: Investment,338,2,1
elfdpr2,RETRAT,Agriculture,Agriculture,Agriculture: Production,Agriculture: Investment,338,2,1
AGDEM,RETRAT,Agriculture,Agriculture,Agriculture: Demand,Agriculture: Investment,341,1,1
AGP,RETRAT,Agriculture,Agriculture,Agriculture: Production,Agriculture: Investment,341,1,1
dstl,RETRAT,Economy,Agriculture,Agriculture: Stocks,Agriculture: Investment,499,2,1
FSTOCK,RETRAT,Agriculture,Agriculture,Agriculture: Stocks,Agriculture: Investment,377,1,1
malnchpsamadj,SAMADMISSION,Demography,Health,Demography: Nutrition,Demography: Stunting,0,2,1
MALNCHPSAM,SAMADMISSION,Demography,Health,Demography: Nutrition,Demography: Stunting,0,1,1
POP0TO5,SAMADMISSION,Demography,Health,Demography: Population,Demography: Stunting,0,1,1
SAMAVERTED,SAMADMISSION,Health,Health,Demography: Stunting,Demography: Stunting,0,1,1
samadmissionadd,SAMADMISSION,Health,Health,Demography: Stunting,Demography: Stunting,0,2,1
samadmissionm,SAMADMISSION,Health,Health,Demography: Stunting,Demography: Stunting,0,2,1
GDPPCP,SAMADMISSION,Economy,Health,Demography: GDP,Demography: Stunting,2,1,1
samadmissionsw,SAMADMISSION,Health,Health,Demography: Stunting,Demography: Stunting,2,2,1
SAMADMISSION,SAMADMISSIONTOTCOST,Health,Health,Demography: Stunting,Demography: Stunting,0,1,1
samadmissionadd,SAMADMISSIONTOTCOST,Health,Health,Demography: Stunting,Demography: Stunting,5,2,1
samadmissionm,SAMADMISSIONTOTCOST,Health,Health,Demography: Stunting,Demography: Stunting,5,2,1
MALNCHPSAM,SAMADMISSIONTOTCOST,Demography,Health,Demography: Nutrition,Demography: Stunting,0,1,1
malnchpsamadj,SAMADMISSIONTOTCOST,Demography,Health,Demography: Nutrition,Demography: Stunting,0,2,1
POP0TO5,SAMADMISSIONTOTCOST,Demography,Health,Demography: Population,Demography: Stunting,0,1,1
samadmissioncost,SAMADMISSIONTOTCOST,Health,Health,Demography: Stunting,Demography: Stunting,0,2,1
SAMAVERTED,SAMADMISSIONTOTCOST,Health,Health,Demography: Stunting,Demography: Stunting,0,1,1
samavertedm,SAMAVERTED,Health,Health,Demography: Stunting,Demography: Stunting,0,2,1
samavertedconvyr,SAMAVERTED,Health,Health,Demography: Stunting,Demography: Stunting,0,2,1
POP,SANITATION,Demography,Infrastructure,Other: Population,Other: Water and Sanitation,0,1,1
HHSIZE,SANITATION,Demography,Infrastructure,Other: Demography,Other: Water and Sanitation,0,1,1
sanitationtrgtyr,SANITATION,Infrastructure,Infrastructure,Other: Water and Sanitation,Other: Water and Sanitation,2,2,1
sanitationtrgtval,SANITATION,Infrastructure,Infrastructure,Other: Water and Sanitation,Other: Water and Sanitation,2,2,1
sanitationm,SANITATION,Infrastructure,Infrastructure,Other: Water and Sanitation,Other: Water and Sanitation,3,2,1
GDPPCP,SANITATION,Economy,Infrastructure,Other: GDP,Other: Water and Sanitation,21,1,1
EDYRSAG25,SANITATION,Education,Infrastructure,Other: Years of Education,Other: Water and Sanitation,21,1,1
sanitnoconsetar,SANITATION,Infrastructure,Infrastructure,Other: Water and Sanitation,Other: Water and Sanitation,1,2,1
sanitnoconseyrtar,SANITATION,Infrastructure,Infrastructure,Other: Water and Sanitation,Other: Water and Sanitation,1,2,1
GDS,SANITATION,Economy,Infrastructure,Other: Government Finance,Other: Water and Sanitation,111,1,1
GDP,SANITATION,Economy,Infrastructure,Other: GDP,Other: Water and Sanitation,111,1,1
igdpr,SANITATION,Economy,Infrastructure,Other: GDP,Other: Water and Sanitation,117,2,1
POPR,SANITATION,Demography,Infrastructure,Other: Population,Other: Water and Sanitation,117,1,1
sanithldsw,SANITATION,Infrastructure,Infrastructure,Other: Water and Sanitation,Other: Water and Sanitation,0,2,1
sanitationcostm,SANITATIONCOST,Infrastructure,Infrastructure,Other: Water and Sanitation,Other: Water and Sanitation,0,2,1
SANITATION,SANITATIONDEM,Infrastructure,Infrastructure,Other: Water and Sanitation,Other: Water and Sanitation,0,1,1
sanitationimpcostm,SANITATIONIMPCOST,Infrastructure,Infrastructure,Other: Water and Sanitation,Other: Water and Sanitation,0,2,1
HHSAV,SAVINGS,Economy,Economy,Economy: Savings,Economy: Savings,0,1,1
FIRMSAV,SAVINGS,Economy,Economy,Economy: Savings,Economy: Savings,0,1,1
GOVBAL,SAVINGS,Economy,Economy,Economy: Government Finance,Economy: Savings,0,1,1
FORSAV,SAVINGS,Economy,Economy,Economy: Savings,Economy: Savings,0,1,1
HHSAV,SAVINGSRPA,Economy,Economy,Economy: Savings,Economy: Savings,0,1,1
FIRMSAV,SAVINGSRPA,Economy,Economy,Economy: Savings,Economy: Savings,0,1,1
GOVBAL,SAVINGSRPA,Economy,Economy,Economy: Government Finance,Economy: Savings,0,1,1
FORSAVRPA,SAVINGSRPA,Economy,Economy,Economy: Savings,Economy: Savings,0,1,1
POP,SDEATH,Demography,Demography,Demography: Population,Demography: Mortality,1,1,1
CLNEED,SDEATH,Demography,Demography,Demography: Nutrition,Demography: Mortality,22,1,1
clsexp,SDEATH,Demography,Demography,Demography: Nutrition,Demography: Mortality,22,2,1
CLAVAL,SDEATH,Agriculture,Demography,Demography: Nutrition,Demography: Mortality,25,1,1
agon,SDEATH,Agriculture,Demography,Demography: Investment,Demography: Mortality,25,2,1
GDPPCP,SFECONDEV,Economy,Sociopolitical,Sociopolitical: GDP,Sociopolitical: State failure,1,1,1
GDPR,SFECONDEV,Economy,Sociopolitical,Sociopolitical: GDP,Sociopolitical: State failure,1,1,1
POPR,SFECONDEV,Demography,Sociopolitical,Sociopolitical: Population,Sociopolitical: State failure,1,1,1
LIFEXP,SFECONDEV,Demography,Sociopolitical,Sociopolitical: Health,Sociopolitical: State failure,1,1,1
DEMOCPOLITY,SFIMBAL,Sociopolitical,Sociopolitical,Sociopolitical: Polity,Sociopolitical: State failure,1,1,1
LIFEXP,SFIMBAL,Demography,Sociopolitical,Sociopolitical: Health,Sociopolitical: State failure,1,1,1
YTHBULGE,SFIMBAL,Demography,Sociopolitical,Sociopolitical: Population,Sociopolitical: State failure,1,1,1
GDPPCP,SFIMBAL,Economy,Sociopolitical,Sociopolitical: GDP,Sociopolitical: State failure,4,1,1
sfusehist,SFINSTABALL,Sociopolitical,Sociopolitical,Sociopolitical: State failure,Sociopolitical: State failure,288,2,1
GDPPCP,SFINSTABALL,Economy,Sociopolitical,Sociopolitical: GDP,Sociopolitical: State failure,5,1,1
DEMOCPOLITY,SFINSTABALL,Sociopolitical,Sociopolitical,Sociopolitical: Polity,Sociopolitical: State failure,11,1,1
INFMOR,SFINSTABALL,Demography,Sociopolitical,Sociopolitical: Mortality,Sociopolitical: State failure,13,1,1
X,SFINSTABALL,Economy,Sociopolitical,Sociopolitical: Trade,Sociopolitical: State failure,12,1,1
M,SFINSTABALL,Economy,Sociopolitical,Sociopolitical: Trade,Sociopolitical: State failure,12,1,1
GDP,SFINSTABALL,Economy,Sociopolitical,Sociopolitical: GDP,Sociopolitical: State failure,12,1,1
EDYRSAG15,SFINSTABALL,Education,Sociopolitical,Sociopolitical: Years of Education,Sociopolitical: State failure,9,1,1
WPOP,SFINSTABALL,Demography,Sociopolitical,Sociopolitical: Population,Sociopolitical: State failure,14,1,1
POP,SFINSTABALL,Demography,Sociopolitical,Sociopolitical: Population,Sociopolitical: State failure,15,1,1
sfconv,SFINSTABALL,Sociopolitical,Sociopolitical,Sociopolitical: State failure,Sociopolitical: State failure,0,2,1
sfusehist,SFINSTABMAG,Sociopolitical,Sociopolitical,Sociopolitical: State failure,Sociopolitical: State failure,291,2,1
GDPPCP,SFINSTABMAG,Economy,Sociopolitical,Sociopolitical: GDP,Sociopolitical: State failure,5,1,1
DEMOCPOLITY,SFINSTABMAG,Sociopolitical,Sociopolitical,Sociopolitical: Polity,Sociopolitical: State failure,17,1,1
INFMOR,SFINSTABMAG,Demography,Sociopolitical,Sociopolitical: Mortality,Sociopolitical: State failure,19,1,1
X,SFINSTABMAG,Economy,Sociopolitical,Sociopolitical: Trade,Sociopolitical: State failure,18,1,1
M,SFINSTABMAG,Economy,Sociopolitical,Sociopolitical: Trade,Sociopolitical: State failure,18,1,1
GDP,SFINSTABMAG,Economy,Sociopolitical,Sociopolitical: GDP,Sociopolitical: State failure,18,1,1
EDYRSAG15,SFINSTABMAG,Education,Sociopolitical,Sociopolitical: Years of Education,Sociopolitical: State failure,15,1,1
WPOP,SFINSTABMAG,Demography,Sociopolitical,Sociopolitical: Population,Sociopolitical: State failure,20,1,1
POP,SFINSTABMAG,Demography,Sociopolitical,Sociopolitical: Population,Sociopolitical: State failure,21,1,1
sfconv,SFINSTABMAG,Sociopolitical,Sociopolitical,Sociopolitical: State failure,Sociopolitical: State failure,0,2,1
sfintlwaradd,SFINTLWARALL,Sociopolitical,Sociopolitical,Sociopolitical: State failure,Sociopolitical: State failure,0,2,1
sfmassrep,SFINTLWARALL,Sociopolitical,Sociopolitical,Sociopolitical: State failure,Sociopolitical: State failure,0,2,1
GDPPCP,SFINTLWARALL,Economy,Sociopolitical,Sociopolitical: GDP,Sociopolitical: State failure,1,1,1
wpextinterv,SFINTLWARALL,Interstate,Sociopolitical,Sociopolitical: Power,Sociopolitical: State failure,1,2,1
DEMOCPOLITY,SFINTLWARALL,Sociopolitical,Sociopolitical,Sociopolitical: Polity,Sociopolitical: State failure,13,1,1
YTHBULGE,SFINTLWARALL,Demography,Sociopolitical,Sociopolitical: Population,Sociopolitical: State failure,9,1,1
GDPR,SFINTLWARALL,Economy,Sociopolitical,Sociopolitical: GDP,Sociopolitical: State failure,6,1,1
igdpr,SFINTLWARALL,Economy,Sociopolitical,Sociopolitical: GDP,Sociopolitical: State failure,367,2,1
INFMOR,SFINTLWARALL,Demography,Sociopolitical,Sociopolitical: Mortality,Sociopolitical: State failure,5,1,1
X,SFINTLWARALL,Economy,Sociopolitical,Sociopolitical: Trade,Sociopolitical: State failure,27,1,1
M,SFINTLWARALL,Economy,Sociopolitical,Sociopolitical: Trade,Sociopolitical: State failure,27,1,1
GDP,SFINTLWARALL,Economy,Sociopolitical,Sociopolitical: GDP,Sociopolitical: State failure,27,1,1
EDYRSAG15,SFINTLWARALL,Education,Sociopolitical,Sociopolitical: Years of Education,Sociopolitical: State failure,24,1,1
sfconv,SFINTLWARALL,Sociopolitical,Sociopolitical,Sociopolitical: State failure,Sociopolitical: State failure,0,2,1
sfusehist,SFINTLWARALL,Sociopolitical,Sociopolitical,Sociopolitical: State failure,Sociopolitical: State failure,0,2,1
SFINTLWARALL,SFINTLWARMAG,Sociopolitical,Sociopolitical,Sociopolitical: State failure,Sociopolitical: State failure,0,1,1
sfusehist,SFINTLWARMAG,Sociopolitical,Sociopolitical,Sociopolitical: State failure,Sociopolitical: State failure,316,2,1
SVDTHSSOCIETALVIOLENCETOT,SOCIETALVIOLENCEDEATHS,Sociopolitical,Sociopolitical,Other: Violence,Other: Violence,0,1,1
svmulm,SOCIETALVIOLENCEDEATHS,Sociopolitical,Sociopolitical,Other: Violence,Other: Violence,0,2,1
POP,SOCIETALVIOLENCEDEATHS,Demography,Sociopolitical,Other: Population,Other: Violence,17,1,1
HHGOVSS,SSWELTAX,Economy,Economy,Economy: Payments,Economy: Savings,0,1,1
FIRMGOVSS,SSWELTAX,Economy,Economy,Economy: Payments,Economy: Savings,0,1,1
govrevtrgtval,SSWELTAXR,Economy,Economy,Economy: Government Finance,Economy: Savings,11,2,1
govrevtrgtyr,SSWELTAXR,Economy,Economy,Economy: Government Finance,Economy: Savings,11,2,1
HHTAX,SSWELTAXR,Economy,Economy,Economy: Taxation,Economy: Savings,13,1,1
FIRMTAX,SSWELTAXR,Economy,Economy,Economy: Taxation,Economy: Savings,13,1,1
INDIRECTTAX,SSWELTAXR,Economy,Economy,Economy: Taxation,Economy: Savings,13,1,1
HHGOVSS,SSWELTAXR,Economy,Economy,Economy: Payments,Economy: Savings,14,1,1
FIRMGOVSS,SSWELTAXR,Economy,Economy,Economy: Payments,Economy: Savings,14,1,1
VADD,SSWELTAXR,Economy,Economy,Economy: Value Added,Economy: Savings,1062,1,1
WP,SSWELTAXR,Economy,Economy,Economy: Prices,Economy: Savings,1062,1,1
GDP,SSWELTAXR,Economy,Economy,Economy: GDP,Economy: Savings,1368,1,1
taxinfadjm,SSWELTAXR,Economy,Economy,Economy: Taxation,Economy: Savings,3,2,1
GDPSHADOWSHR,SSWELTAXR,Economy,Economy,Economy: Informal Economy,Economy: Savings,269,1,1
gdpshadowon,SSWELTAXR,Economy,Economy,Economy: Informal Economy,Economy: Savings,269,2,1
GDPPCP,SSWELTAXR,Economy,Economy,Economy: GDP,Economy: Savings,272,1,1
PFD,ST,Economy,Economy,Economy: Production,Economy: Stocks,0,1,1
MS,ST,Economy,Economy,Economy: Trade,Economy: Stocks,0,1,1
CS,ST,Economy,Economy,Economy: consumption,Economy: Stocks,1,1,1
INVS,ST,Economy,Economy,Economy: Investment,Economy: Stocks,1,1,1
GS,ST,Economy,Economy,Economy: Government Finance,Economy: Stocks,1,1,1
XS,ST,Economy,Economy,Economy: Government Finance,Economy: Stocks,1,1,1
dstl,ST,Economy,Economy,Economy: Stocks,Economy: Stocks,0,2,1
ZS,ST,Economy,Economy,Economy: Production,Economy: Stocks,1,1,1
FSTOCK,ST,Agriculture,Economy,Economy: Stocks,Economy: Stocks,0,1,1
WAP,ST,Agriculture,Economy,Economy: Investment,Economy: Stocks,326,1,1
ENST,ST,Energy,Economy,Economy: Stocks,Economy: Stocks,0,1,1
WEPBYEAR,ST,Energy,Economy,Economy: Production,Economy: Stocks,252,1,1
LABEMPS,ST,Economy,Economy,Economy: labor,Economy: Stocks,10,1,1
VADD,ST,Economy,Economy,Economy: Value Added,Economy: Stocks,10,1,1
GDPPCP,ST,Economy,Economy,Economy: GDP,Economy: Stocks,11,1,1
survseadd,SURVSE,Sociopolitical,Sociopolitical,Sociopolitical: Survival,Sociopolitical: Survival,0,2,1
mprconv,SURVSE,Sociopolitical,Sociopolitical,Sociopolitical: Human Development,Sociopolitical: Survival,1,2,1
cultshse,SURVSE,Sociopolitical,Sociopolitical,Sociopolitical: Culture,Sociopolitical: Survival,4,2,1
CULTREG,SURVSE,Sociopolitical,Sociopolitical,Sociopolitical: Culture,Sociopolitical: Survival,4,1,1
GDPPCP,SURVSE,Economy,Sociopolitical,Sociopolitical: GDP,Sociopolitical: Survival,6,1,1
SVDTHSCHILTOT,SVDTHSCHIL,Sociopolitical,Sociopolitical,Other: Violence,Other: Violence,0,1,1
POP,SVDTHSCHIL,Demography,Sociopolitical,Other: Population,Other: Violence,12,1,1
svmulm,SVDTHSCHIL,Sociopolitical,Sociopolitical,Other: Violence,Other: Violence,0,2,1
GINIDOM,SVDTHSCHIL,Sociopolitical,Sociopolitical,Other: Inequality,Other: Violence,1,1,1
YTHBULGE,SVDTHSCHIL,Demography,Sociopolitical,Other: Population,Other: Violence,1,1,1
SVDTHSOTHERINTERPERSON,SVDTHSCHIL,Sociopolitical,Sociopolitical,Other: Violence,Other: Violence,5,1,1
SVDTHSWOMEN,SVDTHSCHIL,Sociopolitical,Sociopolitical,Other: Violence,Other: Violence,5,1,1
SVDTHSCONFLICT,SVDTHSCHIL,Sociopolitical,Sociopolitical,Other: Violence,Other: Violence,5,1,1
SVDTHSPOLICS,SVDTHSCHIL,Sociopolitical,Sociopolitical,Other: Violence,Other: Violence,5,1,1
SVDTHSSELFHARM,SVDTHSCHIL,Sociopolitical,Sociopolitical,Other: Violence,Other: Violence,5,1,1
SVDTHSCHIL,SVDTHSCHILTOT,Sociopolitical,Sociopolitical,Other: Violence,Other: Violence,0,1,1
svdthsadd,SVDTHSCHILTOT,Sociopolitical,Sociopolitical,Other: Violence,Other: Violence,0,2,1
POP,SVDTHSCHILTOT,Demography,Sociopolitical,Other: Population,Other: Violence,4,1,1
SVDTHSCONFLICTTOT,SVDTHSCONFLICT,Sociopolitical,Sociopolitical,Other: Violence,Other: Violence,0,1,1
POP,SVDTHSCONFLICT,Demography,Sociopolitical,Other: Population,Other: Violence,11,1,1
svmulm,SVDTHSCONFLICT,Sociopolitical,Sociopolitical,Other: Violence,Other: Violence,0,2,1
SFINTLWARALL,SVDTHSCONFLICT,Sociopolitical,Sociopolitical,Other: State failure,Other: Violence,2,1,1
SVDTHSOTHERINTERPERSON,SVDTHSCONFLICT,Sociopolitical,Sociopolitical,Other: Violence,Other: Violence,1,1,1
SVDTHSWOMEN,SVDTHSCONFLICT,Sociopolitical,Sociopolitical,Other: Violence,Other: Violence,1,1,1
SVDTHSCHIL,SVDTHSCONFLICT,Sociopolitical,Sociopolitical,Other: Violence,Other: Violence,1,1,1
SVDTHSPOLICS,SVDTHSCONFLICT,Sociopolitical,Sociopolitical,Other: Violence,Other: Violence,1,1,1
SVDTHSSELFHARM,SVDTHSCONFLICT,Sociopolitical,Sociopolitical,Other: Violence,Other: Violence,1,1,1
SVDTHSCONFLICT,SVDTHSCONFLICTTOT,Sociopolitical,Sociopolitical,Other: Violence,Other: Violence,0,1,1
svdthsadd,SVDTHSCONFLICTTOT,Sociopolitical,Sociopolitical,Other: Violence,Other: Violence,0,2,1
POP,SVDTHSCONFLICTTOT,Demography,Sociopolitical,Other: Population,Other: Violence,9,1,1
SVDTHSOTHERINTERTOT,SVDTHSOTHERINTERPERSON,Sociopolitical,Sociopolitical,Other: Violence,Other: Violence,0,1,1
POP,SVDTHSOTHERINTERPERSON,Demography,Sociopolitical,Other: Population,Other: Violence,12,1,1
svmulm,SVDTHSOTHERINTERPERSON,Sociopolitical,Sociopolitical,Other: Violence,Other: Violence,0,2,1
GINIDOM,SVDTHSOTHERINTERPERSON,Sociopolitical,Sociopolitical,Other: Inequality,Other: Violence,2,1,1
YTHBULGE,SVDTHSOTHERINTERPERSON,Demography,Sociopolitical,Other: Population,Other: Violence,2,1,1
SVDTHSWOMEN,SVDTHSOTHERINTERPERSON,Sociopolitical,Sociopolitical,Other: Violence,Other: Violence,2,1,1
SVDTHSCHIL,SVDTHSOTHERINTERPERSON,Sociopolitical,Sociopolitical,Other: Violence,Other: Violence,2,1,1
SVDTHSCONFLICT,SVDTHSOTHERINTERPERSON,Sociopolitical,Sociopolitical,Other: Violence,Other: Violence,2,1,1
SVDTHSPOLICS,SVDTHSOTHERINTERPERSON,Sociopolitical,Sociopolitical,Other: Violence,Other: Violence,2,1,1
SVDTHSSELFHARM,SVDTHSOTHERINTERPERSON,Sociopolitical,Sociopolitical,Other: Violence,Other: Violence,2,1,1
SVDTHSOTHERINTERPERSON,SVDTHSOTHERINTERTOT,Sociopolitical,Sociopolitical,Other: Violence,Other: Violence,0,1,1
svdthsadd,SVDTHSOTHERINTERTOT,Sociopolitical,Sociopolitical,Other: Violence,Other: Violence,0,2,1
POP,SVDTHSOTHERINTERTOT,Demography,Sociopolitical,Other: Population,Other: Violence,4,1,1
SVDTHSPOLICSTOT,SVDTHSPOLICS,Sociopolitical,Sociopolitical,Other: Violence,Other: Violence,0,1,1
POP,SVDTHSPOLICS,Demography,Sociopolitical,Other: Population,Other: Violence,13,1,1
svmulm,SVDTHSPOLICS,Sociopolitical,Sociopolitical,Other: Violence,Other: Violence,0,2,1
SVDTHSOTHERINTERPERSON,SVDTHSPOLICS,Sociopolitical,Sociopolitical,Other: Violence,Other: Violence,2,1,1
GOVCORRUPT,SVDTHSPOLICS,Sociopolitical,Sociopolitical,Other: Corruption,Other: Violence,2,1,1
SVDTHSWOMEN,SVDTHSPOLICS,Sociopolitical,Sociopolitical,Other: Violence,Other: Violence,6,1,1
SVDTHSCHIL,SVDTHSPOLICS,Sociopolitical,Sociopolitical,Other: Violence,Other: Violence,6,1,1
SVDTHSCONFLICT,SVDTHSPOLICS,Sociopolitical,Sociopolitical,Other: Violence,Other: Violence,6,1,1
SVDTHSSELFHARM,SVDTHSPOLICS,Sociopolitical,Sociopolitical,Other: Violence,Other: Violence,6,1,1
SVDTHSPOLICS,SVDTHSPOLICSTOT,Sociopolitical,Sociopolitical,Other: Violence,Other: Violence,0,1,1
svdthsadd,SVDTHSPOLICSTOT,Sociopolitical,Sociopolitical,Other: Violence,Other: Violence,0,2,1
POP,SVDTHSPOLICSTOT,Demography,Sociopolitical,Other: Population,Other: Violence,5,1,1
SVDTHSSELFHARMTOT,SVDTHSSELFHARM,Sociopolitical,Sociopolitical,Other: Violence,Other: Violence,0,1,1
POP,SVDTHSSELFHARM,Demography,Sociopolitical,Other: Population,Other: Violence,16,1,1
svmulm,SVDTHSSELFHARM,Sociopolitical,Sociopolitical,Other: Violence,Other: Violence,0,2,1
SVDTHSWOMENCHILDREN,SVDTHSSELFHARM,Sociopolitical,Sociopolitical,Other: Violence,Other: Violence,2,1,1
svvionormsw,SVDTHSSELFHARM,Sociopolitical,Sociopolitical,Other: Violence,Other: Violence,0,2,1
svtohlsw,SVDTHSSELFHARM,Sociopolitical,Sociopolitical,Other: Violence,Other: Violence,0,2,1
SVDTHSOTHERINTERPERSON,SVDTHSSELFHARM,Sociopolitical,Sociopolitical,Other: Violence,Other: Violence,7,1,1
SVDTHSWOMEN,SVDTHSSELFHARM,Sociopolitical,Sociopolitical,Other: Violence,Other: Violence,7,1,1
SVDTHSCHIL,SVDTHSSELFHARM,Sociopolitical,Sociopolitical,Other: Violence,Other: Violence,7,1,1
SVDTHSCONFLICT,SVDTHSSELFHARM,Sociopolitical,Sociopolitical,Other: Violence,Other: Violence,7,1,1
SVDTHSPOLICS,SVDTHSSELFHARM,Sociopolitical,Sociopolitical,Other: Violence,Other: Violence,7,1,1
SVDTHSSELFHARM,SVDTHSSELFHARMTOT,Sociopolitical,Sociopolitical,Other: Violence,Other: Violence,0,1,1
svdthsadd,SVDTHSSELFHARMTOT,Sociopolitical,Sociopolitical,Other: Violence,Other: Violence,0,2,1
POP,SVDTHSSELFHARMTOT,Demography,Sociopolitical,Other: Population,Other: Violence,8,1,1
SVDTHSOTHERINTERTOT,SVDTHSSOCIETALVIOLENCETOT,Sociopolitical,Sociopolitical,Other: Violence,Other: Violence,0,1,1
SVDTHSPOLICSTOT,SVDTHSSOCIETALVIOLENCETOT,Sociopolitical,Sociopolitical,Other: Violence,Other: Violence,0,1,1
SVDTHSCHILTOT,SVDTHSSOCIETALVIOLENCETOT,Sociopolitical,Sociopolitical,Other: Violence,Other: Violence,0,1,1
SVDTHSWOMENTOT,SVDTHSSOCIETALVIOLENCETOT,Sociopolitical,Sociopolitical,Other: Violence,Other: Violence,0,1,1
SVDTHSSELFHARMTOT,SVDTHSSOCIETALVIOLENCETOT,Sociopolitical,Sociopolitical,Other: Violence,Other: Violence,0,1,1
SVDTHSCONFLICTTOT,SVDTHSSOCIETALVIOLENCETOT,Sociopolitical,Sociopolitical,Other: Violence,Other: Violence,0,1,1
svdthsadd,SVDTHSSOCIETALVIOLENCETOT,Sociopolitical,Sociopolitical,Other: Violence,Other: Violence,0,2,1
SVDTHSWOMENTOT,SVDTHSWOMEN,Sociopolitical,Sociopolitical,Other: Violence,Other: Violence,0,1,1
POP,SVDTHSWOMEN,Demography,Sociopolitical,Other: Population,Other: Violence,14,1,1
svmulm,SVDTHSWOMEN,Sociopolitical,Sociopolitical,Other: Violence,Other: Violence,0,2,1
GINIDOM,SVDTHSWOMEN,Sociopolitical,Sociopolitical,Other: Inequality,Other: Violence,1,1,1
YTHBULGE,SVDTHSWOMEN,Demography,Sociopolitical,Other: Population,Other: Violence,1,1,1
SVDTHSOTHERINTERPERSON,SVDTHSWOMEN,Sociopolitical,Sociopolitical,Other: Violence,Other: Violence,4,1,1
SVDTHSCHIL,SVDTHSWOMEN,Sociopolitical,Sociopolitical,Other: Violence,Other: Violence,4,1,1
SVDTHSCONFLICT,SVDTHSWOMEN,Sociopolitical,Sociopolitical,Other: Violence,Other: Violence,4,1,1
SVDTHSPOLICS,SVDTHSWOMEN,Sociopolitical,Sociopolitical,Other: Violence,Other: Violence,4,1,1
SVDTHSSELFHARM,SVDTHSWOMEN,Sociopolitical,Sociopolitical,Other: Violence,Other: Violence,4,1,1
svmulm,SVDTHSWOMENCHILDREN,Sociopolitical,Sociopolitical,Other: Violence,Other: Violence,0,2,1
GINIDOM,SVDTHSWOMENCHILDREN,Sociopolitical,Sociopolitical,Other: Inequality,Other: Violence,4,1,1
YTHBULGE,SVDTHSWOMENCHILDREN,Demography,Sociopolitical,Other: Population,Other: Violence,4,1,1
POP,SVDTHSWOMENCHILDREN,Demography,Sociopolitical,Other: Population,Other: Violence,7,1,1
SVDTHSOTHERINTERPERSON,SVDTHSWOMENCHILDREN,Sociopolitical,Sociopolitical,Other: Violence,Other: Violence,3,1,1
SVDTHSWOMEN,SVDTHSWOMENCHILDREN,Sociopolitical,Sociopolitical,Other: Violence,Other: Violence,3,1,1
SVDTHSCHIL,SVDTHSWOMENCHILDREN,Sociopolitical,Sociopolitical,Other: Violence,Other: Violence,3,1,1
SVDTHSCONFLICT,SVDTHSWOMENCHILDREN,Sociopolitical,Sociopolitical,Other: Violence,Other: Violence,3,1,1
SVDTHSPOLICS,SVDTHSWOMENCHILDREN,Sociopolitical,Sociopolitical,Other: Violence,Other: Violence,3,1,1
SVDTHSSELFHARM,SVDTHSWOMENCHILDREN,Sociopolitical,Sociopolitical,Other: Violence,Other: Violence,3,1,1
SVDTHSWOMEN,SVDTHSWOMENTOT,Sociopolitical,Sociopolitical,Other: Violence,Other: Violence,0,1,1
svdthsadd,SVDTHSWOMENTOT,Sociopolitical,Sociopolitical,Other: Violence,Other: Violence,0,2,1
POP,SVDTHSWOMENTOT,Demography,Sociopolitical,Other: Population,Other: Violence,6,1,1
GOVREV,TAXRA,Economy,Economy,Economy: Government Finance,Economy: Taxation,0,1,1
GDPRPA,TAXRA,Economy,Economy,Economy: GDP,Economy: Taxation,565,1,1
elasit,TAXRA,Economy,Economy,Economy: Elasticities,Economy: Taxation,565,2,1
VADD,TAXRA,Economy,Economy,Economy: Value Added,Economy: Taxation,2000,1,1
WP,TAXRA,Economy,Economy,Economy: Prices,Economy: Taxation,2000,1,1
GDP,TAXRA,Economy,Economy,Economy: GDP,Economy: Taxation,2306,1,1
