NAME,VARID,ModuleNo,Module,SubModel,TYPE,TYPE NAME,ID2,Color,
INFRAELECGENCOST,665,11,Infrastructure,Infrastructure: Electricity,1,Variable,"INFRAELECGENCOST:  Infrastructure, electricity, cost of adding a kilowatt of generation capacity with associated network cost",Brown,
I,559,3,Economy,Economy: Investment,1,Variable,I:  Investment,Green,
IALK,560,1,Agriculture,Agriculture: Investment,2,Parameter,"IALK:  Investment in agriculture, land share",Red,
infraelecgencostm,667,11,Infrastructure,Infrastructure: Electricity,2,Parameter,"infraelecgencostm:  Infrastructure, electricity, multiplier on cost of adding a kilowatt",Brown,
INFRAELECPROD,670,11,Infrastructure,Infrastructure: Electricity,1,Variable,"INFRAELECPROD:  Infrastructure, electricity, production",Brown,
INFRAELECTRANLOSS,671,11,Infrastructure,Infrastructure: Electricity,1,Variable,"INFRAELECTRANLOSS:  Energy, electricity, transmission and distribution loss as a percentage of total production",Brown,
infraelectranlossm,672,11,Infrastructure,Infrastructure: Electricity,2,Parameter,"infraelectranlossm:  Energy, electricity, transmission and distribution loss, multiplier",Brown,
INFRAINDELEC,674,11,Infrastructure,Infrastructure: Electricity,1,Variable,"INFRAINDELEC:  Infrastructure index, electricity sub-index",Brown,
INFRAINDELECCOMPMEANI,675,11,Infrastructure,Infrastructure: Electricity,1,Variable,"INFRAINDELECCOMPMEANI:  Infrastructure index, electricity, component initial mean",Brown,
INFRAINDELECCOMPSDI,676,11,Infrastructure,Infrastructure: Electricity,1,Variable,"INFRAINDELECCOMPSDI:  Infrastructure index, electricity, component initial standard deviation",Brown,
infraindeleccompwt,677,11,Infrastructure,Infrastructure: Electricity,2,Parameter,"infraindeleccompwt:  Infrastructure index, electricity, component weight (1=equal weighting, 0=not included)",Brown,
INFRAINDICT,678,11,Infrastructure,Infrastructure: Infrastructure Index,1,Variable,"INFRAINDICT:  Infrastructure index, ICT Only",Brown,
infraindictcompwt,679,11,Infrastructure,Infrastructure: Infrastructure Index,2,Parameter,"infraindictcompwt:  Infrastructure index, ICT, component weight (1=equal weighting, 0=not included)",Brown,
INFRAINDICTDEM,680,11,Infrastructure,Infrastructure: Infrastructure Index,1,Variable,"INFRAINDICTDEM:  Infrastructure index, ICT Only, Desired",Brown,
INFRAINDICTZ,681,11,Infrastructure,Infrastructure: Infrastructure Index,1,Variable,"INFRAINDICTZ:  Infrastructure index, ICT index with Z-score formulation",Brown,
INFRAINDICTZCOMPMEANI,682,11,Infrastructure,Infrastructure: Infrastructure Index,1,Variable,"INFRAINDICTZCOMPMEANI:  Infrastructure index, ICTZ, component initial mean",Brown,
INFRAINDICTZCOMPSDI,683,11,Infrastructure,Infrastructure: Infrastructure Index,1,Variable,"INFRAINDICTZCOMPSDI:  Infrastructure index, ICTZ, component initial standard deviation",Brown,
infraindictzcompwt,684,11,Infrastructure,Infrastructure: Infrastructure Index,2,Parameter,"infraindictzcompwt:  Infrastructure index,ICTZ, component weight (1=equal weighting, 0=not included)",Brown,
INFRAINDTRAD,685,11,Infrastructure,Infrastructure: Infrastructure Index,1,Variable,"INFRAINDTRAD:  Infrastructure index, Traditional",Brown,
INFRAINDTRADDEM,689,11,Infrastructure,Infrastructure: Infrastructure Index,1,Variable,"INFRAINDTRADDEM:  Infrastructure index, Traditional, Desired",Brown,
INFRAINDTRADEXP,690,11,Infrastructure,Infrastructure: Infrastructure Index,1,Variable,"INFRAINDTRADEXP:  Infrastructure index, traditional, expected value for MFPPC contribution",Brown,
INFRAINDTRAN,691,11,Infrastructure,Infrastructure: Infrastructure Index,1,Variable,"INFRAINDTRAN:  Infrastructure index, transportation sub-index",Brown,
INFRAINDTRANCOMPMEANI,692,11,Infrastructure,Infrastructure: Infrastructure Index,1,Variable,"INFRAINDTRANCOMPMEANI:  Infrastructure index, transportation, component initial mean",Brown,
INFRAINDTRANCOMPSDI,693,11,Infrastructure,Infrastructure: Infrastructure Index,1,Variable,"INFRAINDTRANCOMPSDI:  Infrastructure index, transportation, component initial standard deviation",Brown,
infraindtrancompwt,694,11,Infrastructure,Infrastructure: Infrastructure Index,2,Parameter,"infraindtrancompwt:  Infrastructure index, transportation, component weight (1=equal weighting, 0=not included)",Brown,
INFRAINDWATSAN,695,11,Infrastructure,Infrastructure: Infrastructure Index,1,Variable,"INFRAINDWATSAN:  Infrastructure index, water and sanitation sub-index",Brown,
INFRAINDWATSANCOMPMEANI,696,11,Infrastructure,Infrastructure: Infrastructure Index,1,Variable,"INFRAINDWATSANCOMPMEANI:  Infrastructure index, water and sanitation, component initial mean",Brown,
INFRAINDWATSANCOMPSDI,697,11,Infrastructure,Infrastructure: Infrastructure Index,1,Variable,"INFRAINDWATSANCOMPSDI:  Infrastructure index, water and sanitation, component initial standard deviation",Brown,
infraindwatsancompwt,698,11,Infrastructure,Infrastructure: Infrastructure Index,2,Parameter,"infraindwatsancompwt:  Infrastructure index, water and sanitation, component weight (1=equal weighting, 0=not included)",Brown,
INFRAINVESTMAINT,699,11,Infrastructure,Infrastructure: Investment,1,Variable,"INFRAINVESTMAINT:  Infrastructure investment needed, maintenance",Brown,
INFRAINVESTMAINTPUB,700,11,Infrastructure,Infrastructure: Investment,1,Variable,"INFRAINVESTMAINTPUB:  Infrastructure investment needed, maintenance, public",Brown,
INFRAINVESTNEW,701,11,Infrastructure,Infrastructure: Investment,1,Variable,"INFRAINVESTNEW:  Infrastructure investment needed, new construction",Brown,
INFRAINVESTNEWPUB,702,11,Infrastructure,Infrastructure: Investment,1,Variable,"INFRAINVESTNEWPUB:  Infrastructure investment needed, new construction, public",Brown,
infrainvmaintpubshrm,703,11,Infrastructure,Infrastructure: Investment,2,Parameter,"infrainvmaintpubshrm:  Infrastructure, portion of maintenance fund coming from public sector",Brown,
infrainvnewpubshrm,704,11,Infrastructure,Infrastructure: Investment,2,Parameter,"infrainvnewpubshrm:  Infrastructure, portion of new construction fund coming from public sector",Brown,
INFRANET,706,11,Infrastructure,Infrastructure: ICT,1,Variable,"INFRANET:  Infrastructure, internet use density",Brown,
infranetm,707,11,Infrastructure,Infrastructure: ICT,2,Parameter,"infranetm:  Infrastructure, internet density, multiplier",Brown,
INFRAROAD,710,11,Infrastructure,Infrastructure: Roads,1,Variable,"INFRAROAD:  Infrastructure, road network density (roads per land area)",Brown,
INFRAROADDEM,711,11,Infrastructure,Infrastructure: Roads,1,Variable,"INFRAROADDEM:  Infrastructure, road network density (roads per land area), demand",Brown,
infraroadm,712,11,Infrastructure,Infrastructure: Roads,2,Parameter,"infraroadm:  Road network density (roads per land area), multiplier",Brown,
INFRAROADPAVEDCOST,713,11,Infrastructure,Infrastructure: Roads,1,Variable,"INFRAROADPAVEDCOST:  Infrastructure, road, cost of adding a lane-km of paved road",Brown,
infraroadpavedcostm,715,11,Infrastructure,Infrastructure: Roads,2,Parameter,"infraroadpavedcostm:  Infrastructure, Road Construction Cost Paved, multiplier",Brown,
INFRAROADPAVEDPCNT,718,11,Infrastructure,Infrastructure: Roads,1,Variable,"INFRAROADPAVEDPCNT:  Infrastructure, road network, percentage paved",Brown,
INFRAROADPAVEDPCNTDEM,719,11,Infrastructure,Infrastructure: Roads,1,Variable,"INFRAROADPAVEDPCNTDEM:  Infrastructure, road network, percentage paved, demand",Brown,
infraroadpavedpcntm,720,11,Infrastructure,Infrastructure: Roads,2,Parameter,"infraroadpavedpcntm:  Infrastructure, road network, percentage paved, multiplier",Brown,
INFRAROADRAI,721,11,Infrastructure,Infrastructure: Roads,1,Variable,"INFRAROADRAI:  Rural access index, share of rural people living within two km of  an all weather road",Brown,
INFRAROADRAIDEM,722,11,Infrastructure,Infrastructure: Roads,1,Variable,"INFRAROADRAIDEM:  Infrastructure, road, rural access index desired, shr of rural ppl living within two km of  a all weather road",Brown,
infraroadraisetar,723,11,Infrastructure,Infrastructure: Roads,2,Parameter,"infraroadraisetar:  Infrastructure, rural road access, target standard error, number",Brown,
infraroadraiseyrtar,724,11,Infrastructure,Infrastructure: Roads,2,Parameter,"infraroadraiseyrtar:  Infrastructure, rural road access, target standard error, years to attain",Brown,
infraroadraitrgtval,725,11,Infrastructure,Infrastructure: Roads,2,Parameter,"infraroadraitrgtval:  Infrastructure, rural road access,  value for universal target,  works with infraroadraitrgtyr",Brown,
infraroadraitrgtyr,726,11,Infrastructure,Infrastructure: Roads,2,Parameter,"infraroadraitrgtyr:  Infrastructure, rural road access,  no of years taken (from base year) to reach universal access",Brown,
INFRAROADTOTAL,727,11,Infrastructure,Infrastructure: Roads,1,Variable,"INFRAROADTOTAL:  Infrastructure, road network, total",Brown,
INFRAROADUNPAVEDCOST,728,11,Infrastructure,Infrastructure: Roads,1,Variable,"INFRAROADUNPAVEDCOST:  Infrastructure, road, cost of adding a kilometer of unpaved road",Brown,
infraroadunpavedcostm,730,11,Infrastructure,Infrastructure: Roads,2,Parameter,"infraroadunpavedcostm:  Infrastructure, road construction cost, unpaved, multiplier",Brown,
INFRATELE,733,11,Infrastructure,Infrastructure: Telecommunication,1,Variable,"INFRATELE:  Infrastructure, telephone network density, Line per 100",Brown,
INFRATELECOST,734,11,Infrastructure,Infrastructure: Telecommunication,1,Variable,"INFRATELECOST:  Infrastructure, ICT, telephone, cost of adding a fixed line",Brown,
infratelecostm,736,11,Infrastructure,Infrastructure: Telecommunication,2,Parameter,"infratelecostm:  Infrastructure, ICT, telephone, multiplier on cost of adding a fixed line",Brown,
INFRATELEDEM,738,11,Infrastructure,Infrastructure: Telecommunication,1,Variable,"INFRATELEDEM:  Infrastructure, telephone network density, Line per 100, desired",Brown,
infrateledtfp,739,11,Infrastructure,Infrastructure: Telecommunication,2,Parameter,"infrateledtfp:  Telephone network density, divestment  time, number of years from peak",Brown,
infratelem,741,11,Infrastructure,Infrastructure: Telecommunication,2,Parameter,"infratelem:  Telephone network density, multiplier",Brown,
INFRATELEOLD,742,11,Infrastructure,Infrastructure: Telecommunication,1,Variable,"INFRATELEOLD:  Infrastructure, telephone network density, Line per 100, old formulation",Brown,
keqshr,748,11,Economy,Economy: Capital,2,Parameter,keqshr:  (K)capital equipment share in fixed capital,Green,
KNENVINDEX,749,11,Sociopolitical,Sociopolitical: Knowledge Development,1,Variable,"KNENVINDEX:  Knowledge Systems, Environment (governance and business) Index",drakgray,
KNEXTINDEX,750,11,Sociopolitical,Sociopolitical: Knowledge Development,1,Variable,"KNEXTINDEX:  Knowledge Systems, International transfer, Index",drakgray,
KNHCINDEX,751,11,Sociopolitical,Sociopolitical: Knowledge Development,1,Variable,"KNHCINDEX:  Knowledge Systems, Human Capital Index",drakgray,
KNICTINDEX,752,11,Sociopolitical,Sociopolitical: Knowledge Development,1,Variable,"KNICTINDEX:  Knowledge Systems, ICT Index",drakgray,
KNINNOVINDEX,753,11,Sociopolitical,Sociopolitical: Knowledge Development,1,Variable,"KNINNOVINDEX:  Knowledge Systems, Innovation Index",drakgray,
KNOWSOC,754,11,Sociopolitical,Sociopolitical: Knowledge Development,1,Variable,KNOWSOC:  Knowledge society index; base year 0-100 (better),drakgray,
KNTOTALINDEX,755,11,Sociopolitical,Sociopolitical: Knowledge Development,1,Variable,"KNTOTALINDEX:  Knowledge Systems, Total Index",drakgray,
LANDAREA,763,11,Agriculture,Agriculture: Resources,1,Variable,LANDAREA:  Land area,Red,
LANDIRAREAEQUIP,764,11,Agriculture,Agriculture: Resources,1,Variable,"LANDIRAREAEQUIP:  Irrigation, land area equipped for irrigation",Red,
IDS,617,3,Economy,Economy: Investment,1,Variable,IDS:  Investment by destination,Green,
idsm,1500,3,Economy,Economy: Investment,2,Parameter,"idsm:  Investment in the economy by sector, multiplier",Green,
LANDIRAREAEQUIPDEM,765,11,Agriculture,Agriculture: Resources,1,Variable,"LANDIRAREAEQUIPDEM:  Irrigation, land area equipped for irrigation, demand",Red,
landirareaequipm,766,11,Agriculture,Agriculture: Resources,2,Parameter,"landirareaequipm:  Irrigation, land area equipped for irrigation, multiplier",Red,
IGCF,618,3,Economy,Economy: Investment,1,Variable,"IGCF:  Investment, gross capital formation",Green,
igdpr,619,3,Economy,Economy: GDP,2,Parameter,"igdpr:  Initial GDP growth rate, decimal form",Green,
LANDIRAREASAT,767,11,Agriculture,Agriculture: Resources,1,Variable,"LANDIRAREASAT:  Irrigation, land area for irrigation, saturation value",Red,
INAG,622,1,Agriculture,Agriculture: Investment,1,Variable,INAG:  Investment need in agriculture,Red,
INCOMELT110LN,1174,9,Economy,Economy: Poverty,1,Variable,"INCOMELT110LN:  Population with income less than $1.10 per day, log normal computation (in 2011 US Dollars)",Green,
INCOMELT125CS2005,623,9,Economy,Economy: Poverty,1,Variable,"INCOMELT125CS2005:  Population with income less than $1.25 per day, cross sectional computation (using 2005 ICP based survey data)",Green,
INCOMELT125LN2005,624,9,Economy,Economy: Poverty,1,Variable,"INCOMELT125LN2005:  Population with income less than $1.25 per day, log normal computation (using 2005 ICP  based survey data)",Green,
INCOMELT190LN,1175,9,Economy,Economy: Poverty,1,Variable,"INCOMELT190LN:  Population with income less than $1.9 per day, log normal computation (in 2011 US Dollars)",Green,
INCOMELT200CS2005,625,9,Economy,Economy: Poverty,1,Variable,"INCOMELT200CS2005:  Population with income less than $2 per day, cross sectional computation  (using 2005 ICP based survey data)",Green,
INCOMELT200LN2005,626,9,Economy,Economy: Poverty,1,Variable,"INCOMELT200LN2005:  Population with income less than $2 per day, log normal computation  (using 2005 ICP based survey data)",Green,
INCOMELT310LN,1272,9,Economy,Economy: Poverty,1,Variable,"INCOMELT310LN:  Population with income less than $3.10 per day, log normal computation (in 2011 US Dollars)",Green,
incpovlev,627,3,Economy,Economy: Poverty,2,Parameter,incpovlev:  Income poverty level ($x per day in 2005$),Green,
INDEM,628,1,Agriculture,Agriculture: Demand,1,Variable,INDEM:  Industrial food demand,Red,
indemm,1283,1,Agriculture,Agriculture: Demand,2,Parameter,indemm:  Industrial agricultural demand demand multiplier,Red,
INDIRECTTAX,629,3,Economy,Economy: Taxation,1,Variable,INDIRECTTAX:  Indirect taxes (taxes on goods and services),Green,
INDIRECTTAXR,630,3,Economy,Economy: Taxation,1,Variable,"INDIRECTTAXR:  Indirect taxes (taxes on goods and services), percent of firm income",Green,
indirecttaxrm,631,3,Economy,Economy: Taxation,2,Parameter,indirecttaxrm:  Indirect tax rate multipler,Green,
LANDIRCOST,768,11,Agriculture,Agriculture: Resources,1,Variable,LANDIRCOST:  Per hectare cost of equipping land for irrigation,Red,
INFMOR,632,2,Demography,Demography: Mortality,1,Variable,"INFMOR:  Infant mortality rate per 1,000 live births",Blue,
infmormax,633,9,Economy,Economy: Informal Economy,2,Parameter,infmormax:  Infant mortality maximum for PQLI calculation,Green,
landircostm,770,11,Agriculture,Agriculture: Resources,2,Parameter,landircostm:  Multiplier on per hectare cost of equipping land for irrigation,Red,
mfphlyld,824,11,Economy,Economy: Productivity,2,Parameter,mfphlyld:  Elasticity of multifactor productivity to years of life lost to disability,Green,
SANITATION,927,11,Infrastructure,Infrastructure: Water and Sanitation,1,Variable,"SANITATION:  Sanitation, improved, percent of population with access to",Brown,
SANITATIONCOST,928,11,Infrastructure,Infrastructure: Water and Sanitation,1,Variable,"SANITATIONCOST:  Infrastructure, Sanitation, cost of adding improved sanitation facilities to a household",Brown,
sanitationcostm,930,11,Infrastructure,Infrastructure: Water and Sanitation,2,Parameter,"sanitationcostm:  Infrastructure, Sanitation, multiplier on cost of adding improved sanitation facilities to a household",Brown,
SANITATIONDEM,932,11,Infrastructure,Infrastructure: Water and Sanitation,1,Variable,"SANITATIONDEM:  Sanitation, improved, percent of population with access to, demand",Brown,
SANITATIONIMPCOST,933,11,Infrastructure,Infrastructure: Water and Sanitation,1,Variable,"SANITATIONIMPCOST:  Infrastructure, Sanitation, cost of providing other improved sources, per person",Brown,
sanitationimpcostm,935,11,Infrastructure,Infrastructure: Water and Sanitation,2,Parameter,"sanitationimpcostm:  Infrastructure, Sanitation, multiplier on cost of adding other improve sources, per person",Brown,
sanitationm,939,11,Infrastructure,Infrastructure: Water and Sanitation,2,Parameter,"sanitationm:  Sanitation, improved, percent of population with access to, multiplier",Brown,
sanitationtrgtval,940,11,Infrastructure,Infrastructure: Water and Sanitation,2,Parameter,"sanitationtrgtval:  Sanitation Access Target, value for fixed target, percent with hh connection, works with sanitationtrgtyr",Brown,
sanitationtrgtyr,941,11,Infrastructure,Infrastructure: Water and Sanitation,2,Parameter,sanitationtrgtyr:  Universal Sanitation Access Target Year (number of years from starting point),Brown,
sanithldsw,943,11,Infrastructure,Infrastructure: Water and Sanitation,2,Parameter,sanithldsw:  Sanitation hold switch,Brown,
sanitnoconsetar,945,11,Infrastructure,Infrastructure: Water and Sanitation,2,Parameter,"sanitnoconsetar:  Infrastructure, sanitation, no connection, strandard error target",Brown,
sanitnoconseyrtar,946,11,Infrastructure,Infrastructure: Water and Sanitation,2,Parameter,"sanitnoconseyrtar:  Infrastructure, sanitation, no connection, years to target standard error",Brown,
savingsdiscountrt,948,11,Infrastructure,Infrastructure: Water and Sanitation,2,Parameter,savingsdiscountrt:  Savings discount rate,Brown,
sfmassrep,957,11,Sociopolitical,Sociopolitical: State failure,2,Parameter,"sfmassrep:  State failure switch/multiplier (>0.05=On), internal war repression by govt",drakgray,
SWINGSTS,969,11,Interstate,Interstate: Swing States,1,Variable,SWINGSTS:  Swing states and swingees,Azure,
tgrld,984,11,Agriculture,Agriculture: Production,1,Variable,tgrld:  Target growth in cultivated land,Red,
TGRYL,985,11,Agriculture,Agriculture: Production,1,Variable,TGRYL:  Target growth in agricultural yield,Red,
vehicflpcm,1011,11,Infrastructure,Infrastructure: Automobiles,2,Parameter,"vehicflpcm:  Vehicle fleet per capita, multiplier",Brown,
watres,1017,11,Water,Water: Resources,2,Parameter,"watres:  Water resources, renewable",cyan,
WATSAFE,1018,11,Infrastructure,Infrastructure: Safe Water,1,Variable,"WATSAFE:  Water source safe, percentage of people with access to",Brown,
WATSAFECOST,1019,11,Infrastructure,Infrastructure: Safe Water,1,Variable,"WATSAFECOST:  Infrastructure, water, cost of adding an improved connection to a household",Brown,
watsafecostm,1021,11,Infrastructure,Infrastructure: Safe Water,2,Parameter,"watsafecostm:  Infrastructure, water, multiplier on cost of adding an improved connection to a household",Brown,
WATSAFEDEM,1023,11,Infrastructure,Infrastructure: Safe Water,1,Variable,"WATSAFEDEM:  Water source safe, percentage of people with access to, demand",Brown,
WATSAFEIMPCOST,1026,11,Infrastructure,Infrastructure: Safe Water,1,Variable,"WATSAFEIMPCOST:  Infrastructure, water, cost of providing other improved sources, per person",Brown,
watsafeimpcostm,1028,11,Infrastructure,Infrastructure: Safe Water,2,Parameter,"watsafeimpcostm:  Infrastructure, water, multiplier on cost of adding other improve sources, per person",Brown,
watsafem,1032,11,Infrastructure,Infrastructure: Safe Water,2,Parameter,"watsafem:  Water source safe, percentage of people with access to, multiplier",Brown,
watsafenoconsetar,1033,11,Infrastructure,Infrastructure: Safe Water,2,Parameter,"watsafenoconsetar:  Infrastructure, safe water, no connection, strandard error target",Brown,
watsafenoconseyrtar,1034,11,Infrastructure,Infrastructure: Safe Water,2,Parameter,"watsafenoconseyrtar:  Infrastructure, safe water, no connection, years to target standard error",Brown,
watsafetrgtval,1035,11,Infrastructure,Infrastructure: Safe Water,2,Parameter,"watsafetrgtval:  Safe Water Access Target, value for fixed target, percent w/o access to safe water, works with watsafetrgtyr",Brown,
watsafetrgtyr,1036,11,Infrastructure,Infrastructure: Safe Water,2,Parameter,watsafetrgtyr:  Universal Safe Water Access Target Year (number of years from starting point),Brown,
watsafhldsw,1037,11,Infrastructure,Infrastructure: Safe Water,2,Parameter,watsafhldsw:  Safe Water hold switch,Brown,
WATUSE,1038,11,Water,Water: Use,1,Variable,"WATUSE:  Water usage, annual",cyan,
WATUSEPC,1039,11,Water,Water: Use,1,Variable,"WATUSEPC:  Water usage per capita, annual",cyan,
WATWASTE,1040,11,Water,Water: Waste,1,Variable,"WATWASTE:  Wastewater collection system, percentage of people connected to",cyan,
watwastem,1041,11,Water,Water: Waste,2,Parameter,"watwastem:  Wastewater collection system, percentage of people connected to, multiplier",cyan,
WATWASTETREAT,1042,11,Water,Water: Waste,1,Variable,"WATWASTETREAT:  Wastewater treatment, % of population connected to collection and treatment",cyan,
WATWASTETREATCOST,1043,11,Water,Water: Waste,1,Variable,"WATWASTETREATCOST:  Waster Water Treatment Cost, per person",cyan,
watwastetreatcostm,1045,11,Water,Water: Waste,2,Parameter,"watwastetreatcostm:  Wastewater treatment cost, per person, multiplier",cyan,
WATWASTETREATDEM,1047,11,Water,Water: Waste,1,Variable,"WATWASTETREATDEM:  Wastewater treatment, % of collection treated, demand",cyan,
watwastetreatlife,1048,11,Water,Water: Waste,2,Parameter,"watwastetreatlife:  Wastewater treatment facilities, lifetime",cyan,
watwastetreatm,1049,11,Water,Water: Waste,2,Parameter,"watwastetreatm:  Wastewater treatment, % of collection treated, multiplier",cyan,
watwastetreatsetar,1050,11,Water,Water: Waste,2,Parameter,"watwastetreatsetar:  Infrastructure, WasteWater, standard error target",cyan,
watwastetreatseyrtar,1051,11,Water,Water: Waste,2,Parameter,"watwastetreatseyrtar:  Infrastructure, WasteWater, years to target standard error",cyan,
HLCOST,1165,11,Health,Health: Health Cost and Expenditure,1,Variable,HLCOST:  Total Health Cost,Purple,
HLCOSTLE,1166,11,Health,Health: Health Cost and Expenditure,1,Variable,HLCOSTLE:  Life Extension Cost,Purple,
HLCOSTMORB,1167,11,Health,Health: Health Cost and Expenditure,1,Variable,HLCOSTMORB:  Morbidity Cost,Purple,
HLCOSTMORT,1168,11,Health,Health: Health Cost and Expenditure,1,Variable,HLCOSTMORT:  Mortality Cost,Purple,
HLCOSTOTHER,1169,11,Health,Health: Health Cost and Expenditure,1,Variable,HLCOSTOTHER:  Other Health Cost,Purple,
HLEXPEND,1170,11,Health,Health: Health Cost and Expenditure,1,Variable,HLEXPEND:  Total Heatlh Expenditures (Public and Private),Purple,
HLEXPENDPRIV,1171,11,Health,Health: Health Cost and Expenditure,1,Variable,HLEXPENDPRIV:  Private Heatlh Expenditures,Purple,
hlcostleyrper,1178,11,Health,Health: Health Cost and Expenditure,2,Parameter,hlcostleyrper:  Life Extension Treatment Cost per year person,Purple,
hlcostletime,1179,11,Health,Health: Health Cost and Expenditure,2,Parameter,hlcostletime:  Life Extension Treatment Duration,Purple,
HLCOSTLESUB,1180,11,Health,Health: Health Cost and Expenditure,1,Variable,HLCOSTLESUB:  Life Extension Cost Subsidy,Purple,
hlcostotherrattarget,1181,11,Health,Health: Health Cost and Expenditure,2,Parameter,"hlcostotherrattarget:  Health Cost other ratio to Mort, Morb and LE cost target",Purple,
hlcostotherrattargetconv,1182,11,Health,Health: Health Cost and Expenditure,2,Parameter,"hlcostotherrattargetconv:  Health Cost other ratio to Mort, Morb and LE cost target convergence",Purple,
WATDEMAND,1184,11,Water,Water: Demand,1,Variable,"WATDEMAND:  Water Demand by sector: Municipal, Industrial, Agriculture",cyan,
WASTEWATERSUPPLY,1185,11,Water,Water: Supply,1,Variable,"WASTEWATERSUPPLY:  Wastewater supply: Produced, Treated, Reused",cyan,
WATERDESALINATED,1186,11,Water,Water: Desalination,1,Variable,WATERDESALINATED:  Water Desalinated,cyan,
WATERRESFOSSIL,1187,11,Water,Water: Resources,1,Variable,WATERRESFOSSIL:  Reserves of fossil water,cyan,
WATERTOTALSUPPLY,1188,11,Water,Water: Supply,1,Variable,"WATERTOTALSUPPLY:  Total water supply: Surface, Ground, Fossil, Desalinated, Reused wastewater",cyan,
WATERWITHDRAWAL,1189,11,Water,Water: Withdrawal,1,Variable,"WATERWITHDRAWAL:  Water withdrawal: Surface, Ground, Fossil",cyan,
WATRESEXPLOITRENEW,1190,11,Water,Water: Resources,1,Variable,"WATRESEXPLOITRENEW:  Exploitable renewable freshwater resources: Surface, Ground",cyan,
wastewaterportiontreated,1192,11,Water,Water: Waste,2,Parameter,wastewaterportiontreated:  Portion of wastewater that is treated,cyan,
waterdesalinatedgr,1194,11,Water,Water: Desalination,2,Parameter,waterdesalinatedgr:  Desalinated water initial growth rate,cyan,
waterdesalinatedm,1195,11,Water,Water: Desalination,2,Parameter,waterdesalinatedm:  Desalinated water multiplier,cyan,
waterefficiencym,1196,11,Water,Water: Waste,2,Parameter,waterefficiencym:  Water demand multiplier--higher is higher demand,cyan,
waterwithdrawalm,1197,11,Water,Water: Withdrawal,2,Parameter,waterwithdrawalm:  Water withdrawal multiplier,cyan,
watresexploitrenewm,1198,11,Water,Water: Resources,2,Parameter,watresexploitrenewm:  Exploitable renewable freshwater resources multiplier,cyan,
ifsexomodelid,1201,11,Other,Other: Other switches,2,Parameter,"ifsexomodelid:  Use Exogenous Series? (0 no, >0 identifies series)",Pink,
HTCTPI,1308,11,Sociopolitical,Sociopolitical: Human Trafficking,1,Variable,HTCTPI:  Human Trafficking Prevalence Index,drakgray,
HTCGRI,1309,11,Sociopolitical,Sociopolitical: Human Trafficking,1,Variable,HTCGRI:  Government Response to Trafficking Index,drakgray,
LANDIRAREAACTUAL,1320,11,Agriculture,Agriculture: Resources,1,Variable,"LANDIRAREAACTUAL:  Irrigation, land area irrigated",Red,
landirareaactualm,1321,11,Agriculture,Agriculture: Resources,2,Parameter,"landirareaactualm:  Irrigation, land area actually irrigated, multiplier",Red,
HLSTUNTWORK,1322,11,Health,Health: Stunting,1,Variable,HLSTUNTWORK:  Stunting Rate in Working age (Percentage of the Working age Pop that is affected by childhood malnutrition).,Purple,
edseclowrgram,1325,11,Education,Education: Graduation,2,Parameter,"edseclowrgram:  Education, Lower Secondary, Graduation rate, multiplier base 1",Yellow,
edseclowrgratrgtyr,1326,11,Education,Education: Graduation,2,Parameter,"edseclowrgratrgtyr:  Education, Sec Lower, Graduation Rate, Target Year (number of years from base year to reach 100%)",Yellow,
INTR,743,3,Economy,Economy: Incomes,1,Variable,INTR:  Interest rates,Green,
invm,744,3,Economy,Economy: Investment,2,Parameter,"invm:  Investment in the economy, multiplier",Green,
INVS,745,3,Economy,Economy: Investment,1,Variable,INVS:  Investment by origin sector,Green,
IRA,746,3,Economy,Economy: Investment,1,Variable,IRA:  Investment ratio to gross domestic product,Green,
KAG,747,1,Agriculture,Agriculture: Investment,1,Variable,KAG:  (K)capital in agriculture (not including land),Red,
edsecupprgram,1328,11,Education,Education: Graduation,2,Parameter,"edsecupprgram:  Education, Upper Secondary, Graduation rate, multiplier base 1",Yellow,
edsecupprgratrgtyr,1329,11,Education,Education: Graduation,2,Parameter,"edsecupprgratrgtyr:  Education, Sec Upper, Graduation Rate, Target Year (number of years from base year to reach 100%)",Yellow,
wastewatertreatedm,1334,11,Water,Water: Waste,2,Parameter,wastewatertreatedm:  treated wastewater multiplier,cyan,
waterrenewconverge,1335,11,Water,Water: Waste,2,Parameter,waterrenewconverge:  time for country to return to exploitable limit of renewable freshwater resources,cyan,
KS,756,3,Economy,Economy: Productivity,1,Variable,KS:  (K)capital by economic sector,Green,
LAB,757,3,Economy,Economy: Productivity,1,Variable,LAB:  Labor,Green,
LABCOEFFS,1359,3,Economy,Economy: Labor,1,Variable,LABCOEFFS:  Labor demand coefficients by sector and skill level,Green,
labcoeffsm,1374,3,Economy,Economy: labor,2,Parameter,"labcoeffsm:  Labor demand, multiplier on technology coefficients",Green,
LABDEMS,1366,3,Economy,Economy: Labor,1,Variable,LABDEMS:  Labor demand by sector,Green,
labdemsm,1375,3,Economy,Economy: Labor,2,Parameter,"labdemsm:  Labor force, multiplier on demand",Green,
LABEMPS,1448,3,Economy,Economy: labor,1,Variable,LABEMPS:  Labor employment by sector and skill,Green,
labfemshrm,758,2,Demography,Demography: Labor,2,Parameter,"labfemshrm:  Labor force, multliplier on female share",Blue,
